# 小男生注：
# 向PUK2格式地图添加的素材必须在这里预先设定， 这样便
# 可出现在lib库中。
# 可以使用旧版图档进入PUK2新地图素材，具体cut设置见前
# 2例：其中，起始X=原dx+320，起始Y=原dy+240，宽度高度
# 等于原图的宽度和高度。
# PUK2格式组合图档的切割方式也是先将dx和dy加对应320和
# 240后，再使用新坐标设置起始位置，而非原图实际起始。
# 而像较大建筑物这种，一般需要切割成多个部分再拼接，
# 否则可以造成与人物角色遮挡混乱。
# 修正dx和修正dy用于调节地图中实际显示的偏移位置，也
# 可理解为立足点和所在cut区左上角的相对距离。
# 当定义宽度和高度任意一项为0时该定义无效，仅起分隔作
# 用。
#
# 以下定义导出自原版的cut文件，可在后面自由追加自定义。
#
#图编号	起始X	起始Y	宽度	高度	修正dx	修正dy
#
300807	0	0	0	0	0	0
300808	0	0	128	192	52	263
300808	128	0	128	192	52	225
300808	256	0	128	192	52	262
300808	384	0	128	192	52	262
300808	0	192	192	96	100	151
300808	128	288	128	192	44	247
300808	256	288	128	192	44	242
300808	384	288	128	192	108	237
300808	512	288	128	192	44	229
300808	512	0	128	192	52	256
300808	0	0	0	0	0	0
300809	0	0	128	192	71	248
300809	128	0	64	240	7	296
300809	192	0	128	192	71	268
300809	320	0	128	192	71	262
300809	448	0	128	192	71	208
300809	576	0	64	240	7	304
300809	0	192	128	96	60	142
300809	192	192	64	96	34	118
300809	320	192	64	96	26	108
300809	0	288	64	192	-12	292
300809	64	288	128	192	52	240
300809	192	288	128	192	52	283
300809	320	288	128	192	52	277
300809	448	240	192	144	116	242
300809	448	384	192	96	116	146
300809	0	0	0	0	0	0
300810	0	96	128	192	52	226
300810	128	48	128	192	52	226
300810	256	48	128	192	52	226
300810	384	0	128	192	52	226
300810	512	0	128	192	116	226
300810	0	288	128	192	52	250
300810	128	288	128	192	52	250
300810	256	288	128	192	52	202
300810	384	240	128	192	52	202
300810	512	192	128	240	52	250
300810	0	0	0	0	0	0
300811	0	288	128	192	52	193
300811	128	288	128	192	52	241
300811	256	288	128	192	116	193
300811	384	288	128	144	52	145
300811	512	288	128	96	52	97
300811	0	144	192	144	116	241
300811	192	144	192	144	52	241
300811	384	144	192	144	116	289
300811	576	144	64	144	52	193
300811	0	0	128	144	52	241
300811	192	96	128	48	52	193
300811	320	0	128	144	52	241
300811	448	0	64	96	21	184
300811	512	48	64	48	2	129
300811	0	0	0	0	0	0
300812	0	0	128	192	52	239
300812	128	0	128	192	52	214
300812	256	0	128	192	52	200
300812	384	48	128	192	52	213
300812	448	0	64	48	52	136
300812	512	0	128	144	52	223
300812	512	144	128	96	52	175
300812	0	288	128	192	52	259
300812	128	288	128	192	52	211
300812	256	240	128	240	52	259
300812	384	240	128	192	116	211
300812	512	240	128	192	52	215
300812	0	0	0	0	0	0
300813	192	0	192	144	104	216
300813	384	0	192	144	40	216
300813	576	0	64	144	40	168
300813	0	144	256	96	168	158
300813	256	144	192	144	104	158
300813	448	144	128	144	40	158
300813	0	288	192	96	115	169
300813	192	288	192	144	51	169
300813	384	288	128	144	51	169
300813	512	288	128	192	51	217
300813	0	0	0	0	0	0
300813	0	0	192	144	104	216
300814	0	288	128	192	44	271
300814	0	144	192	144	108	223
300814	64	0	192	144	108	223
300814	192	384	64	96	9	89
300814	384	432	64	48	43	103
300814	320	192	128	144	87	258
300814	320	336	128	96	87	162
300814	256	48	192	144	70	254
300814	256	0	192	48	134	206
300814	448	336	192	144	77	207
300814	512	192	128	144	77	255
300814	512	0	128	192	77	351
300814	448	0	64	48	64	-82
300814	0	0	0	0	0	0
300815	0	288	128	192	89	269
300815	0	144	192	144	153	173
300815	64	0	192	144	89	221
300815	320	0	128	144	43	254
300815	256	144	128	192	-21	302
300815	384	144	128	192	-21	302
300815	256	336	192	144	43	350
300815	512	384	64	96	63	-34
300815	0	0	0	0	0	0
300816	64	48	128	96	32	120
300816	0	0	64	144	32	72
300816	0	192	64	144	32	24
300816	64	192	64	144	32	72
300816	128	240	64	96	32	24
300816	0	336	320	144	96	120
300816	320	336	64	96	32	24
300816	384	336	64	144	32	72
300816	448	384	64	96	32	72
300816	512	336	64	144	32	120
300816	576	384	64	96	32	120
300816	256	0	128	240	96	216
300816	384	96	128	240	32	216
300816	512	192	128	144	32	168
300816	576	240	64	96	32	72
300816	0	0	0	0	0	0
300817	0	336	128	144	96	120
300817	0	192	128	96	96	72
300817	128	48	64	96	32	24
300817	192	0	64	192	32	120
300817	256	0	64	192	32	72
300817	320	0	64	192	32	168
300817	384	0	64	192	32	168
300817	256	240	64	144	32	72
300817	320	240	64	192	32	120
300817	384	240	64	144	32	120
300817	448	96	64	144	32	72
300817	512	0	64	240	96	168
300817	576	0	64	192	32	120
300817	448	288	64	144	32	72
300817	512	240	64	192	32	120
300817	576	192	64	192	32	120
300817	0	0	0	0	0	0
300817	128	0	192	192	96	120
300817	320	0	128	192	32	168
300817	448	0	192	240	32	168
300817	448	240	192	192	96	168
300817	256	240	192	192	96	120
300818	0	48	64	192	32	168
300818	64	48	64	192	32	120
300818	128	0	64	144	32	120
300818	192	48	64	96	32	120
300818	256	48	64	144	32	72
300818	320	0	64	192	32	120
300818	384	0	64	144	32	72
300818	320	192	64	192	32	120
300818	384	192	64	240	32	168
300818	448	240	64	240	32	168
300818	512	288	64	192	32	168
300818	448	48	192	144	96	120
300818	0	0	0	0	0	0
300819	0	0	128	192	32	168
300819	256	0	384	144	160	120
300819	256	0	384	144	224	120
300819	0	0	0	0	0	0
300820	0	0	256	384	96	168
300820	384	48	256	384	96	264
300820	0	0	0	0	0	0
300821	0	0	320	336	160	216
300821	320	0	320	288	160	264
300821	0	0	0	0	0	0
300822	0	0	128	480	96	408
300822	192	0	128	240	96	168
300822	128	288	192	192	96	120
300822	320	0	320	384	160	360
300822	0	0	0	0	0	0
300823	0	0	576	288	288	264
300823	0	0	0	0	0	0
300824	0	0	128	240	32	216
300824	128	0	256	192	96	120
300824	384	0	192	192	96	121
300824	0	240	192	192	96	168
300824	192	192	384	144	160	120
300824	576	0	64	288	32	264
300824	0	0	0	0	0	0
300825	0	0	64	288	32	264
300825	64	0	192	192	96	75
300825	256	0	128	144	32	72
300825	64	192	320	288	160	120
300825	384	0	128	288	32	264
300825	512	0	128	288	32	264
300825	0	0	0	0	0	0
300826	0	0	192	288	96	264
300826	192	0	192	192	96	120
300826	0	288	192	192	96	120
300826	384	0	192	240	96	216
300826	192	288	448	192	224	216
300826	0	0	0	0	0	0
300827	0	0	512	240	224	264
300827	0	240	320	240	160	264
300827	0	0	0	0	0	0
300828	0	0	256	480	96	456
300828	256	0	320	336	160	312
300828	576	0	64	480	32	456
300828	0	0	0	0	0	0
300829	128	0	192	288	160	264
300829	320	48	192	288	160	264
300829	512	192	128	192	96	216
300829	0	0	0	0	0	0
300830	512	144	128	240	32	264
300830	320	144	192	240	96	264
300830	0	96	320	240	288	264
300830	0	0	0	0	0	0
300831	64	0	576	144	288	120
300831	0	0	0	0	0	0
300832	0	336	128	144	32	168
300832	0	0	448	384	224	360
300832	448	0	192	192	96	168
300832	448	336	192	144	96	120
300832	0	0	0	0	0	0
300833	0	0	192	192	96	168
300833	0	240	128	240	96	216
300833	192	0	192	336	96	312
300833	384	0	64	336	32	312
300833	448	0	64	336	32	312
300833	512	0	128	336	96	312
300833	0	0	0	0	0	0
300834	0	0	320	480	160	456
300834	0	0	0	0	0	0
300835	0	0	128	192	62	122
300835	128	0	128	192	62	116
300835	256	0	128	192	62	138
300835	384	0	128	144	64	87
300835	512	0	128	144	61	75
300835	0	192	128	288	62	213
300835	128	192	256	288	127	183
300835	384	144	256	336	120	211
300835	0	0	0	0	0	0
300836	0	0	256	288	123	181
300836	256	0	256	384	127	281
300836	512	0	128	192	62	127
300836	0	0	0	0	0	0
300837	0	0	320	336	162	245
300837	320	0	320	336	163	237
300837	0	0	0	0	0	0
300838	0	0	64	96	29	59
300838	64	0	64	96	31	61
300838	0	96	64	96	30	71
300838	64	96	64	96	31	69
300838	0	192	64	48	31	23
300838	64	192	64	48	33	24
300838	0	240	64	48	31	29
300838	64	240	64	48	33	29
300838	0	288	128	144	61	65
300838	384	288	128	96	62	34
300838	256	288	64	96	32	52
300838	256	384	64	48	29	0
300838	0	0	64	96	60	66
300838	64	0	64	96	2	62
300838	0	96	64	96	61	69
300838	64	96	64	96	1	76
300838	384	0	64	96	32	59
300838	448	0	64	96	33	61
300838	384	96	64	96	31	69
300838	448	96	64	96	32	69
300838	384	192	64	48	31	25
300838	448	192	64	48	33	24
300838	384	240	64	48	32	30
300838	448	240	64	48	31	32
300838	128	288	128	144	62	70
300838	320	288	64	96	28	47
300838	512	288	128	96	61	31
300838	320	384	64	48	27	-1
300838	0	0	0	0	0	0
300838	128	0	64	96	31	57
300838	192	0	64	96	35	59
300838	128	96	64	96	31	70
300838	192	96	64	96	32	69
300838	128	192	64	48	33	21
300838	192	192	64	48	31	23
300838	128	240	64	48	32	31
300838	192	240	64	48	34	30
300838	256	0	64	96	29	60
300838	320	0	64	96	35	59
300838	256	96	64	96	31	71
300838	320	96	64	96	32	68
300838	256	192	64	48	31	22
300838	320	192	64	48	33	23
300838	256	240	64	48	32	30
300838	320	240	64	48	32	29
300839	0	0	128	144	67	66
300839	0	144	128	192	65	105
300839	0	336	128	96	63	37
300839	128	0	128	144	61	63
300839	128	144	128	96	64	35
300839	128	240	128	144	61	63
300839	256	0	64	144	29	126
300839	320	0	64	144	30	122
300839	256	144	128	144	62	114
300839	256	288	64	96	30	82
300839	128	384	64	48	34	34
300839	192	384	64	48	28	29
300839	256	384	64	48	31	26
300839	0	0	0	0	0	0
300840	0	0	384	336	190	79
300840	384	0	256	240	125	79
300840	0	0	0	0	0	0
300841	0	0	512	480	188	120
300841	0	0	0	0	0	0
300842	280	0	384	480	98	370
300842	0	0	290	480	157	375
300842	0	0	256	480	127	374
300842	256	0	320	480	97	360
300842	0	0	0	0	0	0
300843	0	0	320	432	163	327
300843	320	0	320	432	164	296
300843	0	0	0	0	0	0
300844	0	0	320	480	204	341
300844	384	0	192	288	93	140
300844	320	288	165	192	92	121
300844	472	288	192	192	74	119
300844	0	0	320	432	162	332
300844	320	0	256	240	122	141
300844	320	240	128	185	48	96
300844	445	240	128	240	63	86
300844	0	0	320	480	163	341
300844	320	0	256	288	126	143
300844	320	288	128	192	63	120
300844	448	288	128	192	66	112
300844	0	0	0	0	0	0
300845	0	0	300	480	158	340
300845	310	0	320	432	145	348
300845	0	0	320	480	188	338
300845	320	0	256	432	159	348
300845	0	0	0	0	0	0
300846	0	0	256	480	125	361
300846	256	0	320	480	100	347
300846	0	0	0	0	0	0
300847	0	0	320	480	177	321
300847	320	0	256	432	157	347
300847	0	0	0	0	0	0
300848	0	0	256	480	131	373
300848	256	0	320	480	99	353
300848	0	0	0	0	0	0
300849	0	0	320	432	164	326
300849	320	0	320	432	159	297
300849	0	0	0	0	0	0
300850	0	0	320	480	163	341
300850	320	0	256	288	127	142
300850	320	288	128	192	61	120
300850	448	288	128	192	65	115
300850	0	0	0	0	0	0
300851	0	0	320	480	178	335
300851	320	0	256	432	160	350
300851	0	0	0	0	0	0
300852	0	0	256	480	128	367
300852	256	0	320	480	96	353
300852	0	0	0	0	0	0
300853	0	0	256	480	125	365
300853	256	0	320	480	95	355
300853	0	0	0	0	0	0
300854	0	0	320	480	181	328
300854	320	0	256	432	157	346
300854	0	0	0	0	0	0
300855	0	0	320	480	174	332
300855	320	0	256	432	154	344
300855	0	0	0	0	0	0
300856	0	0	128	144	67	66
300856	0	144	128	192	64	109
300856	0	336	128	96	63	36
300856	128	0	128	144	58	60
300856	128	144	128	96	61	33
300856	128	240	128	144	62	61
300856	256	0	64	144	30	127
300856	320	0	64	144	29	124
300856	256	144	128	144	62	110
300856	256	288	64	96	31	84
300856	128	384	64	48	34	34
300856	192	384	64	48	30	32
300856	256	384	64	48	28	28
300856	0	0	0	0	0	0
300857	0	0	320	480	176	315
300857	320	0	256	432	156	335
300857	0	0	0	0	0	0
300858	0	0	256	480	125	374
300858	256	0	320	480	97	353
300858	0	0	0	0	0	0
300859	0	0	320	432	162	329
300859	320	0	320	432	166	300
300859	0	0	0	0	0	0
300860	320	288	128	144	52	126
300860	320	0	256	240	119	223
300860	0	0	320	480	163	341
300860	320	0	256	288	127	144
300860	320	288	128	192	62	119
300860	448	288	128	192	65	111
300860	0	0	0	0	0	0
300861	0	0	300	480	150	403
300861	305	0	320	432	149	374
300861	310	0	320	432	155	393
300861	0	0	320	480	159	430
300861	0	0	320	460	163	415
300861	0	0	320	480	178	331
300861	320	0	256	432	163	349
300861	0	0	0	0	0	0
300862	0	96	256	240	108	106
300862	0	0	192	96	91	5
300862	256	0	128	96	61	36
300862	0	96	256	240	142	55
300862	256	96	128	144	67	28
300862	256	240	192	144	110	2
300862	0	0	0	0	0	0
300863	0	0	640	288	254	12
300863	0	0	0	0	0	0
300864	0	0	128	96	63	26
300864	128	0	192	96	101	46
300864	0	96	128	144	65	42
300864	0	240	192	144	123	25
300864	192	96	256	240	122	12
300864	448	0	128	144	61	47
300864	448	144	192	144	68	34
300864	0	0	0	0	0	0
300865	0	0	380	336	171	186
300865	384	0	256	240	98	135
300865	0	0	384	336	191	86
300865	384	0	256	240	126	79
300865	0	0	0	0	0	0
300866	0	0	512	480	250	263
300866	0	0	512	480	221	119
300866	0	0	512	480	190	121
300866	0	0	0	0	0	0
300867	0	0	128	192	63	120
300867	128	0	128	192	61	109
300867	256	0	128	192	62	125
300867	384	0	128	144	64	82
300867	512	0	128	144	61	71
300867	0	192	128	288	62	211
300867	128	192	256	288	134	177
300867	384	144	256	336	125	201
300867	0	0	0	0	0	0
300868	0	0	256	288	122	179
300868	256	0	256	384	126	274
300868	512	0	128	192	60	116
300868	0	0	0	0	0	0
300869	0	0	128	192	63	116
300869	128	0	128	192	62	107
300869	256	0	128	192	62	125
300869	384	0	128	144	63	79
300869	512	0	128	144	62	72
300869	0	192	128	288	63	209
300869	128	192	256	288	126	178
300869	384	144	256	336	127	200
300869	0	0	0	0	0	0
300870	0	0	128	384	17	363
300870	128	0	128	240	56	249
300870	128	0	128	384	56	393
300870	192	240	192	96	120	57
300870	384	240	256	96	120	105
300870	0	0	0	0	0	0
300871	128	336	256	144	65	172
300871	384	240	192	240	1	172
300871	512	0	128	384	65	364
300871	0	0	0	0	0	0
300872	0	0	192	384	178	300
300872	192	0	64	384	51	348
300872	0	0	0	0	0	0
300873	0	0	126	144	62	79
300873	0	144	120	180	61	122
300873	0	312	120	144	60	53
300873	128	0	128	135	52	77
300873	128	119	128	117	57	68
300873	115	219	148	148	67	92
300873	256	0	128	133	65	99
300873	256	125	120	160	61	117
300873	0	0	128	144	67	67
300873	0	144	128	192	63	113
300873	0	336	128	96	63	37
300873	128	0	128	144	60	62
300873	128	144	128	96	64	36
300873	128	240	128	144	59	64
300873	256	0	64	144	30	128
300873	320	0	64	144	31	124
300873	256	144	128	144	61	115
300873	256	288	64	96	28	85
300873	128	384	64	48	35	32
300873	192	384	64	48	32	32
300873	256	384	64	48	32	29
300873	0	0	0	0	0	0
300874	0	0	128	96	61	33
300874	0	96	128	96	64	35
300874	0	192	128	96	62	37
300874	0	288	128	144	67	88
300874	128	0	128	144	61	70
300874	128	144	128	144	64	60
300874	256	0	192	144	94	45
300874	256	144	192	144	95	46
300874	128	288	192	144	92	65
300874	320	288	128	144	65	51
300874	448	0	192	240	92	139
300874	448	240	192	240	91	141
300874	0	0	0	0	0	0
300875	0	0	448	480	226	356
300875	0	0	0	0	0	0
300876	0	0	192	240	91	204
300876	192	0	192	240	91	202
300876	0	240	192	240	90	200
300876	192	240	192	240	92	202
300876	0	0	0	0	0	0
300877	0	0	192	240	96	120
300877	192	0	192	192	96	120
300877	0	240	192	240	96	168
300877	192	240	192	240	96	168
300877	384	240	192	240	96	168
300877	0	0	0	0	0	0
300878	0	0	128	144	32	120
300878	128	0	128	144	32	120
300878	256	0	128	144	32	120
300878	512	0	128	144	32	120
300878	0	0	0	0	0	0
300879	0	0	192	192	96	143
300879	192	0	192	192	96	168
300879	384	0	192	192	96	168
300879	0	192	192	192	96	168
300879	192	192	192	192	96	168
300879	384	192	192	192	96	168
300879	0	0	0	0	0	0
300880	192	96	448	384	32	360
300880	0	0	0	0	0	0
300881	0	144	448	336	416	408
300881	0	0	0	0	0	0
300882	0	0	128	96	143	64
300882	128	0	64	96	109	60
300882	192	0	64	48	102	28
300882	192	48	64	48	105	32
300882	256	0	64	48	102	29
300882	256	48	64	48	109	32
300882	320	0	64	48	101	32
300882	0	0	0	0	0	0
300883	0	0	192	144	214	179
300883	256	0	192	144	188	172
300883	0	192	256	192	274	218
300883	0	0	0	0	0	0
300883	0	0	192	144	213	172
300883	256	0	192	144	187	172
300883	0	192	256	192	272	217
300883	256	192	64	96	58	101
300883	320	192	64	96	38	99
300883	256	288	64	96	28	53
300883	320	288	64	96	14	88
300883	0	0	192	144	220	161
300883	256	0	192	144	188	171
300883	0	192	256	192	300	214
300884	0	0	128	384	46	374
300884	128	48	128	384	34	374
300884	256	0	192	288	34	278
300884	448	0	192	192	34	134
300884	0	0	0	0	0	0
300885	0	0	128	144	68	57
300885	0	144	128	192	62	103
300885	0	336	128	96	64	30
300885	128	0	128	144	59	54
300885	128	144	128	96	64	30
300885	128	240	128	144	61	56
300885	256	0	64	144	30	125
300885	320	0	64	144	28	119
300885	256	144	128	144	62	110
300885	256	288	64	96	30	83
300885	128	384	64	48	34	31
300885	192	384	64	48	30	29
300885	256	384	64	48	27	26
300885	0	0	0	0	0	0
300886	0	0	128	96	63	30
300886	0	96	128	96	63	32
300886	0	192	128	96	62	27
300886	0	288	128	144	63	82
300886	128	0	128	144	62	70
300886	128	144	128	144	64	62
300886	128	288	192	144	90	53
300886	256	0	192	144	93	42
300886	256	144	192	144	96	39
300886	320	288	128	144	61	32
300886	448	0	192	240	90	121
300886	448	240	192	240	92	119
300886	0	0	0	0	0	0
300887	0	0	256	480	126	371
300887	256	0	320	480	99	356
300887	0	0	0	0	0	0
300888	0	0	320	432	165	318
300888	320	0	320	432	156	299
300888	0	0	0	0	0	0
300889	0	0	320	480	169	328
300889	320	0	256	288	126	144
300889	320	288	128	192	62	116
300889	448	288	128	192	63	107
300889	0	0	0	0	0	0
300890	0	0	320	480	184	332
300890	320	0	256	432	162	347
300890	0	0	0	0	0	0
300891	0	0	128	336	77	298
300891	128	0	192	336	81	300
300891	320	0	192	336	120	299
300891	512	0	128	144	63	103
300891	512	144	128	192	69	150
300891	512	336	128	144	67	90
300891	0	0	0	0	0	0
300892	0	0	64	96	32	54
300892	64	0	64	96	35	59
300892	128	0	64	96	33	55
300892	192	0	128	96	62	70
300892	320	0	64	96	30	72
300892	0	96	64	96	32	52
300892	64	96	64	96	34	56
300892	128	96	64	96	32	56
300892	192	96	128	96	63	66
300892	320	96	64	96	31	65
300892	0	192	64	96	31	54
300892	64	192	64	96	35	59
300892	128	192	64	96	33	57
300892	192	192	128	96	63	73
300892	320	192	64	96	30	69
300892	0	0	0	0	0	0
300893	0	0	380	336	166	125
300893	384	0	256	240	100	107
300893	0	0	384	336	189	78
300893	384	0	256	240	126	78
300893	0	0	0	0	0	0
300894	0	0	128	192	62	104
300894	128	0	128	192	61	96
300894	256	0	128	192	62	107
300894	384	0	128	144	62	77
300894	512	0	128	144	62	70
300894	0	192	128	288	62	194
300894	128	192	256	288	132	162
300894	384	144	256	336	122	194
300894	0	0	0	0	0	0
300895	0	0	256	288	125	170
300895	256	0	256	384	124	271
300895	512	0	128	192	61	111
300895	0	0	0	0	0	0
300896	0	0	320	336	155	240
300896	320	0	320	336	159	233
300896	0	0	0	0	0	0
300897	0	0	128	192	64	7
300897	128	0	128	192	63	3
300897	256	0	128	192	63	3
300897	384	0	128	144	62	4
300897	128	192	256	288	127	-1
300897	0	192	128	288	64	9
300897	384	144	256	336	127	1
300897	128	0	128	192	115	15
300897	128	0	128	192	2	28
300897	0	0	0	0	0	0
300898	0	0	192	192	96	168
300898	192	0	192	192	96	168
300898	384	0	192	192	96	168
300898	0	192	192	192	96	168
300898	192	192	192	192	96	168
300898	384	192	192	192	96	168
300898	0	0	0	0	0	0
300899	0	0	192	192	96	168
300899	192	0	192	192	73	166
300899	384	0	192	192	96	168
300899	0	192	192	192	96	168
300899	192	192	192	192	96	168
300899	384	192	192	192	96	168
300899	0	0	0	0	0	0
300900	128	96	64	96	36	58
300900	192	96	64	96	44	63
300900	260	96	64	96	41	71
300900	325	96	128	96	65	69
300900	448	96	64	96	40	73
300900	128	192	64	96	40	62
300900	192	192	64	96	37	62
300900	260	192	64	96	40	72
300900	325	192	128	96	63	72
300900	448	192	64	96	34	75
300900	128	288	64	96	40	60
300900	192	288	64	96	49	59
300900	260	288	64	96	34	70
300900	325	288	128	96	66	67
300900	448	288	64	96	39	72
300900	0	0	64	96	31	55
300900	64	0	64	96	37	59
300900	128	0	64	96	31	56
300900	192	0	128	96	62	69
300900	320	0	64	96	30	68
300900	0	96	64	96	31	56
300900	64	96	64	96	36	58
300900	128	96	64	96	34	61
300900	192	96	128	96	63	72
300900	320	96	64	96	29	67
300900	0	192	64	96	31	57
300900	64	192	64	96	35	60
300900	128	192	64	96	33	58
300900	192	192	128	96	62	75
300900	320	192	64	96	32	70
300900	0	0	0	0	0	0
300901	0	0	192	240	96	120
300901	192	0	192	192	96	120
300901	0	240	192	240	96	168
300901	192	240	192	240	96	168
300901	384	240	192	240	96	168
300901	0	0	0	0	0	0
300902	0	0	192	384	58	311
300902	192	0	192	480	112	389
300902	384	0	192	480	93	404
300902	0	0	0	0	0	0
300903	128	0	192	144	77	47
300903	320	48	192	96	111	50
300903	64	144	315	240	178	143
300903	384	144	128	144	48	19
300903	384	288	192	144	101	6
300903	0	0	192	96	85	86
300903	256	0	128	96	48	82
300903	0	96	256	240	103	212
300903	0	0	192	96	90	8
300903	0	96	256	240	139	55
300903	256	0	128	96	62	35
300903	256	96	128	144	70	31
300903	256	240	192	144	115	4
300903	0	0	0	0	0	0
300904	0	0	640	288	281	84
300904	0	0	640	288	318	17
300904	0	0	0	0	0	0
300905	0	48	128	96	84	42
300905	0	144	128	144	71	37
300905	0	288	192	144	130	29
300905	128	48	256	96	125	42
300905	192	120	256	240	153	179
300905	448	48	128	144	85	92
300905	448	192	192	144	70	25
300905	0	0	128	96	61	23
300905	128	0	192	96	102	49
300905	0	96	128	144	64	43
300905	0	240	192	144	117	25
300905	192	96	256	240	121	9
300905	448	0	128	144	61	47
300905	448	144	192	144	65	32
300905	0	0	0	0	0	0
300906	0	0	192	288	176	279
300906	192	96	128	384	112	375
300906	320	288	64	192	67	171
300906	0	0	0	0	0	0
300907	0	0	576	336	224	39
300907	0	0	0	0	0	0
300908	0	0	128	384	84	292
300908	128	0	192	384	86	294
300908	320	0	192	384	122	286
300908	512	0	128	144	66	105
300908	512	150	128	192	77	142
300908	512	336	128	144	80	89
300908	0	0	128	336	76	302
300908	128	0	192	336	79	301
300908	320	0	192	336	117	298
300908	512	0	128	144	62	99
300908	512	144	128	192	69	146
300908	512	336	128	144	63	88
300908	0	0	0	0	0	0
300909	0	0	128	288	51	142
300909	0	0	128	295	55	250
300909	128	0	128	288	56	252
300909	0	0	128	288	63	249
300909	128	0	128	288	65	249
300909	256	0	128	288	64	249
300909	384	0	128	288	63	250
300909	0	0	0	0	0	0
300910	256	0	128	192	55	178
300910	0	0	128	192	59	160
300910	128	0	128	192	61	160
300910	256	0	128	192	60	159
300910	384	0	128	192	60	160
300910	0	0	0	0	0	0
300911	0	0	192	144	96	216
300911	0	144	192	144	96	216
300911	0	288	192	144	96	216
300911	192	0	192	144	96	168
300911	192	144	192	144	32	216
300911	192	288	192	144	96	168
300911	384	0	192	144	96	120
300911	384	144	192	144	96	-24
300911	384	288	192	144	96	72
300911	0	0	0	0	0	0
300912	0	0	192	144	96	-24
300912	0	144	192	144	160	24
300912	0	288	192	144	96	-24
300912	192	0	128	192	32	216
300912	192	192	128	48	32	120
300912	320	0	192	96	96	-24
300912	320	96	256	144	96	-24
300912	320	240	192	48	96	-24
300912	0	0	0	0	0	0
300912	512	144	128	336	113	283
300913	0	0	256	480	125	343
300913	320	0	320	480	137	311
300913	270	0	384	480	193	19
300913	0	0	320	480	138	347
300913	320	0	320	480	140	339
300913	0	0	0	0	0	0
300914	0	0	256	480	113	335
300914	256	0	320	432	163	310
300914	256	0	320	432	153	383
300914	0	0	256	480	114	343
300914	256	0	320	432	145	296
300914	0	0	0	0	0	0
300915	0	0	320	480	163	282
300915	0	0	320	480	154	330
300915	512	0	128	384	63	207
300915	0	0	320	480	142	399
300915	0	0	320	480	175	375
300915	512	0	128	336	73	250
300915	320	0	192	336	83	289
300915	0	0	320	480	157	307
300915	320	0	192	336	93	245
300915	512	48	128	288	63	201
300915	0	0	0	0	0	0
300916	0	0	192	310	82	238
300916	256	288	128	192	57	91
300916	384	240	128	240	65	145
300916	512	0	128	240	59	154
300916	384	0	128	240	59	152
300916	180	0	180	290	112	203
300916	256	288	128	192	56	149
300916	384	240	128	240	61	196
300916	512	0	128	240	62	204
300916	384	0	128	240	52	204
300916	192	0	192	288	100	244
300916	512	0	128	240	61	159
300916	0	0	192	336	93	241
300916	192	0	192	288	103	207
300916	384	0	128	240	62	151
300916	512	0	128	240	63	177
300916	0	336	128	144	78	91
300916	128	336	128	144	67	94
300916	256	288	128	192	67	122
300916	384	240	128	240	63	174
300916	0	0	0	0	0	0
300917	384	288	256	192	120	146
300917	512	0	128	96	56	6
300917	0	144	256	240	95	211
300917	192	336	192	144	44	111
300917	0	0	128	144	51	123
300917	256	0	256	96	147	69
300917	0	384	128	96	45	50
300917	0	0	128	144	97	33
300917	128	0	128	144	90	30
300917	320	0	192	96	76	16
300917	512	0	128	96	63	6
300917	320	96	128	96	62	8
300917	448	96	128	144	66	29
300917	0	144	256	240	126	89
300917	256	192	192	144	95	38
300917	448	240	128	48	63	1
300917	0	384	128	96	64	36
300917	192	336	192	144	98	33
300917	384	288	256	192	126	59
300917	0	0	0	0	0	0
300918	0	0	576	288	323	85
300918	0	0	576	288	197	22
300918	0	0	0	0	0	0
300919	0	0	640	336	504	173
300919	0	0	640	336	489	106
300919	0	96	640	336	262	23
300919	0	0	0	0	0	0
300920	192	0	384	432	160	259
300920	0	0	192	288	98	121
300920	0	288	192	192	95	91
300920	0	0	192	192	114	15
300920	0	192	192	96	63	0
300920	0	288	192	192	60	18
300920	192	0	384	384	238	52
300920	0	0	0	0	0	0
300921	192	0	192	288	147	21
300921	0	0	192	192	89	3
300921	0	192	128	192	77	40
300921	128	288	384	144	214	40
300921	0	0	192	192	95	0
300921	0	192	192	192	97	30
300921	192	0	192	288	130	9
300921	192	288	320	144	32	35
300921	0	0	0	0	0	0
300922	0	0	448	480	162	234
300922	0	0	448	480	126	5
300922	0	0	0	0	0	0
300923	0	0	256	288	52	255
300923	384	0	256	96	128	61
300923	0	0	384	96	26	86
300923	0	96	512	192	42	168
300923	384	0	256	96	178	73
300923	0	0	0	0	0	0
300924	0	0	448	96	48	116
300924	0	96	640	48	32	64
300924	0	144	640	48	32	68
300924	448	0	128	96	40	119
300924	0	0	0	0	0	0
300925	384	0	128	144	72	114
300925	128	0	128	144	54	110
300925	512	0	128	96	60	3
300925	0	240	128	192	70	174
300925	128	240	128	192	66	156
300925	512	192	128	96	64	-3
300925	512	96	128	96	65	-9
300925	64	144	128	96	71	76
300925	256	0	256	144	129	95
300925	256	0	128	144	62	106
300925	0	0	128	144	51	99
300925	0	0	128	144	57	84
300925	128	0	128	144	64	73
300925	256	0	128	144	47	92
300925	384	0	128	144	63	93
300925	0	144	64	96	31	50
300925	64	144	128	96	37	46
300925	192	144	128	96	62	48
300925	320	144	128	96	62	40
